income,age,debt_ratio,employment_years,credit_history_length,past_defaults,default
39544.14869603189,30,0.519750729674782,12,18,0,1
54852.4692515331,69,0.5440660811501209,26,18,1,1
26628.318522448208,59,0.6939660513708452,9,5,0,1
67984.46245210558,67,0.2759063917658793,31,9,0,1
72943.91879405481,21,0.39464830566938536,2,1,0,1
50336.27075401252,47,0.39122197537165304,21,4,0,1
91479.73526580066,47,0.867551676592932,26,26,0,1
35484.68673995318,31,0.45515596826137517,2,7,0,1
30712.502395803596,69,0.7040751738385173,32,11,1,1
64489.03637119944,25,0.7006491050995513,1,14,0,1
80941.9660522431,27,0.3124353478425931,10,10,0,1
93678.55382915738,39,0.5574957514973857,9,19,0,1
50822.3147426212,49,0.8154423146549185,38,8,0,1
81573.61666862591,35,0.4801581755655596,32,3,0,1
59229.83060998585,55,0.8560940058740368,6,8,1,1
56547.45400118361,67,0.27156658345932927,14,29,0,1
77673.19874973345,57,0.1593272846192246,25,18,0,1
73046.4575682684,32,0.8131630985157995,10,5,0,1
28472.15686031501,50,0.7781449583697734,37,20,1,1
89530.80699451792,40,0.8940719007470758,26,11,0,1
87601.82708294904,57,0.6435147904899409,38,9,1,1
47488.74596980941,23,0.8493503413337197,6,19,0,1
67916.07066874819,29,0.7615592200672887,0,12,0,1
69880.60372565477,61,0.7755410664960695,9,27,0,1
65213.47531647814,59,0.5553132563634147,20,5,1,1
48993.8969230916,46,0.4058916783333687,14,16,0,1
46567.53264123897,22,0.8476464580346255,29,26,0,1
59488.91858017109,43,0.4456937404927156,29,25,0,1
83454.58038518729,43,0.5310554937997353,7,13,0,1
70872.00309188865,41,0.45689144570015017,23,6,0,1
52587.71335827788,36,0.5518546511681577,18,16,0,1
75433.97421296689,29,0.47640406319386175,2,18,0,1
20000.0,33,0.1383740468635807,14,17,0,1
82975.31400744207,48,0.8056385488061589,35,12,0,1
25205.724424438005,47,0.4555150551326158,5,27,0,1
52751.18117193736,37,0.571154918805879,17,1,0,1
37606.60210747713,58,0.21135024220638965,37,7,0,1
34106.37048558188,56,0.10271027838611131,18,14,1,1
83216.5357475704,21,0.2962320749149144,29,28,0,1
50645.97597376217,38,0.6636688257066802,12,18,0,1
66930.07763461431,29,0.1793556240903029,38,23,0,1
59061.58842241632,33,0.8271099523091743,11,1,1,1
69540.81654446243,60,0.2720180554849477,33,20,1,1
61536.43782120511,65,0.26367489143342066,11,10,0,1
34340.15551622861,35,0.2452063692971964,23,15,0,1
79925.3363889428,63,0.11118537037709181,3,29,2,1
50124.868336773754,64,0.7174443747825877,35,11,0,1
28868.362026804978,66,0.8000276249962068,13,4,0,1
51437.69678068175,24,0.5913301620929591,16,15,1,1
90015.19581268622,53,0.25055998534388985,2,21,0,1
77004.43484226985,44,0.32822239755270377,37,16,0,1
53026.957311842816,56,0.4807413578919707,22,26,0,1
53014.84591363143,61,0.8634767612986407,12,15,0,1
53567.298975652346,30,0.2978810974541942,8,17,0,1
101534.95967121681,56,0.6853167231359104,20,23,1,1
67638.70904463106,40,0.45155857863433624,7,11,0,1
68600.8329438214,61,0.33827787868801745,16,18,0,1
80605.66908063684,65,0.46473274961769107,15,28,0,1
64775.78318053027,64,0.15696537403298605,15,16,0,1
54819.15708358594,31,0.73894989674429,27,27,3,1
56073.003018300435,32,0.29464154238637374,15,15,0,1
58567.97481171872,38,0.6803296985543763,13,29,0,1
59255.55526980317,50,0.15467869715855578,37,11,0,1
74552.5908727396,64,0.8640788449325488,19,13,0,1
61038.91771614599,68,0.2544119883245589,33,18,0,1
74652.80154431159,57,0.8061936609656644,28,8,0,1
58385.668397828355,40,0.7475785676923475,2,9,3,1
61572.70380632181,45,0.8742879392651328,9,22,1,1
20035.986309357846,32,0.4823125287565997,19,11,0,1
78326.55349404963,41,0.6819178350767612,1,17,0,1
66929.76951795985,45,0.39656852563022726,26,1,0,1
79960.20219719305,31,0.24749459041575506,31,11,1,1
20000.0,29,0.45446074634675904,9,7,0,1
101767.49409561456,45,0.23259921231076391,39,8,0,0
57208.207436896526,55,0.8856356982291071,16,19,1,1
82163.65633475033,52,0.1769971929125731,32,25,0,0
39201.881457489384,69,0.5713693787620964,5,4,0,1
72255.4781012514,34,0.6011710842032447,38,4,0,1
38931.68873652688,21,0.5304636342992434,17,19,0,1
47524.6207860839,37,0.6297487085694669,8,24,0,1
98280.62707733572,45,0.19294462000951276,7,9,0,1
56186.35198473307,28,0.5440148193642329,24,17,2,1
64348.657463594456,25,0.3297700569018892,30,18,0,1
77401.35461377508,25,0.8521408506408453,3,1,0,1
69913.63775945209,61,0.7096573227517806,19,14,1,1
63008.37810287153,55,0.8780115857277941,27,4,0,1
67299.2200493245,39,0.13004485579215164,39,10,1,1
108068.31170476551,43,0.32810654014456697,0,23,0,1
58847.62405932829,29,0.2563380693106792,39,14,1,1
64021.98093429935,50,0.1089236698494644,22,7,0,1
81013.08792015223,36,0.2938605841970572,12,12,0,1
82110.51865915967,53,0.6430207868163431,15,22,0,1
83740.6061112076,22,0.2848711377076548,25,29,0,1
72774.60444058369,34,0.5072027563860946,30,27,0,1
37139.90174539033,66,0.810254491971999,0,16,0,1
92668.63064602192,21,0.6550063362792602,16,5,1,1
37073.09213962624,46,0.4157032559248256,15,11,0,1
66052.70930478067,45,0.3979751511296866,36,4,0,1
44914.48299961284,36,0.46458865120678783,9,28,1,1
58717.23306814015,35,0.2416331528479251,37,13,0,1
66575.2482060696,46,0.6072006139327905,30,8,0,1
66427.14430900547,67,0.3913222552836845,9,7,0,1
68438.41508470569,64,0.7818922794096349,33,11,0,1
92274.22538117295,36,0.7052421280462531,5,11,0,1
69070.6860302796,34,0.5884105312737281,27,26,0,1
55116.867294187025,49,0.3913617781196129,27,17,1,1
79281.74336576715,44,0.2679454653387875,12,22,1,1
83789.40977849282,67,0.7209214912844983,11,14,0,1
35447.84369726015,35,0.48912727919286925,39,2,1,1
71948.00139699716,39,0.279800030541886,1,20,0,1
74023.45484621797,28,0.256139692032005,7,21,0,1
54048.72993280016,54,0.23232072360108724,8,8,0,1
87514.13626623238,22,0.721728956964476,7,22,0,1
56998.88825934946,47,0.28318974824024934,2,27,0,1
62511.52906943084,30,0.521313810820158,8,2,1,1
56538.56351432261,55,0.46123708877844516,12,21,1,1
60311.58095162935,43,0.5636887193826271,8,15,0,1
38074.49826209596,69,0.8017239202969554,30,5,0,1
31198.982348114114,28,0.7941979120653845,24,6,0,1
91890.10126449945,48,0.4608608574598877,7,17,0,1
43060.77303363344,43,0.11229300058777865,30,8,0,1
40172.15301087385,24,0.4411550445714426,30,19,1,1
20000.0,34,0.5849548299393124,16,5,0,1
47220.765046209955,62,0.5462118072784494,18,23,0,1
33538.204131850034,49,0.6210688846401644,2,19,1,1
92840.30320272737,21,0.2232605859784668,29,14,0,0
80196.34178685269,24,0.6172280790245861,9,10,0,1
46236.99309644553,52,0.24612129499501778,28,13,0,1
105048.71610688618,53,0.7004191845573992,39,22,0,1
79635.3097398319,69,0.37127009061014404,17,5,0,1
53503.37232982755,46,0.6679163467051629,11,7,0,1
20000.0,37,0.13829247912488568,22,10,0,1
105818.85145181484,59,0.42628802047273073,10,11,1,1
32208.550664728078,43,0.6640276178106662,8,3,0,1
27092.025060862165,52,0.28149641306519535,23,13,0,1
80451.4086401928,35,0.7362296358377781,24,2,0,1
108795.04812678546,33,0.6046237864839455,24,4,0,1
87685.45637021036,22,0.5700494177198386,8,3,0,1
71278.18240104719,39,0.3828390833634697,11,15,0,1
71895.08683330572,44,0.4859611763048941,10,4,0,1
77068.31117560616,65,0.5778794407822825,37,23,1,1
75178.5717957353,44,0.47796969113191234,27,21,0,1
65623.82847938752,31,0.6586506591524481,7,4,0,1
62084.022079037524,42,0.4469575464855676,9,15,0,1
58748.13744200955,35,0.26181854539362426,24,6,0,1
44920.70822266648,30,0.2711470262408378,35,23,0,1
54386.49846266452,61,0.10464301507435288,8,28,0,1
26140.863716092288,47,0.34076617244693796,7,27,0,1
58033.207464105,29,0.6991341123828156,2,5,0,1
40228.17785698165,48,0.7353301670700877,17,12,1,1
37928.21365568458,21,0.2619740336766,34,7,0,1
63597.88302306957,37,0.8672351974971262,16,3,0,1
87840.04572689199,51,0.5019222347841014,35,7,0,1
78366.33212004625,64,0.8335829992148022,27,12,0,1
28589.98792753646,30,0.6654122254893049,14,15,0,1
40207.43726859325,57,0.6779467384179305,18,19,0,1
78815.42375976432,49,0.1680348970448569,21,6,0,1
40350.252129233806,38,0.2759929015175445,5,8,0,1
55507.33700005951,67,0.10705186663557811,6,29,0,1
71001.04198049103,58,0.67290211238139,8,6,0,1
40633.11090272729,59,0.37555063074280803,19,26,1,1
62107.5101229192,69,0.7293220128610775,36,27,0,1
33319.49010163591,26,0.37114897594962104,10,3,0,1
47972.64712097573,60,0.7554670018390889,1,28,0,1
66395.63868285074,32,0.20455860299865042,21,5,1,1
28140.125329366616,34,0.23869852540600656,35,9,0,1
68809.49475920798,64,0.3727012316671492,4,24,0,1
59607.24402146637,30,0.42678991110581865,6,16,0,1
71049.79908834296,40,0.3789622486743828,5,22,0,1
64478.28268129323,35,0.7109176260185759,21,16,0,1
87282.80859947688,51,0.17756111410137176,9,9,0,1
62504.49005295814,27,0.38097361571079047,39,18,0,1
51411.889177494944,61,0.7697919996123676,19,13,0,1
62445.95006064568,30,0.1534376618097376,27,11,1,1
70865.96058072775,30,0.853874806137086,22,25,0,1
60977.20140651408,68,0.8890534738176104,34,10,2,1
60811.83382407765,59,0.1708545390600641,0,29,0,1
45960.16624386489,48,0.3330180178045896,28,10,0,1
46741.98164898103,50,0.397920532828285,8,6,0,1
31947.89456400613,57,0.7211130949221809,8,16,1,1
94991.53486373878,23,0.576741449693387,21,25,0,1
35122.7352921743,63,0.6154925603940539,1,12,1,1
46141.896044081856,35,0.7060078582548048,15,4,2,1
45631.85468861605,41,0.19438319954962058,39,5,0,1
77898.48753888882,57,0.7665675655282099,5,2,0,1
54101.00643415944,32,0.6644958433441153,12,19,2,1
84954.84145347468,24,0.5618733801570962,32,1,0,1
46530.18751512263,67,0.8117882678264453,18,4,0,1
65579.88324447603,29,0.6602450831070457,14,12,1,1
43293.05893480485,59,0.26135997010482037,32,2,0,1
102902.98255546777,62,0.44379630486053345,9,12,0,1
36248.03161940974,48,0.4952342935485866,0,16,0,1
66196.41420454055,43,0.14417410140032452,11,2,1,1
72675.53761864197,65,0.8637100106880446,28,17,0,1
68275.98194902997,60,0.2028618086375028,16,26,0,1
56294.246822445835,64,0.6579690137813815,3,28,1,1
57403.586005331475,42,0.5049848288727041,28,2,0,1
60876.229439582195,44,0.12050579990753807,6,4,0,1
57059.95996743023,46,0.8397979806914894,12,6,0,1
79277.58233589819,50,0.7814694470551465,4,29,0,1
104210.46003182702,53,0.5194063423230685,5,28,0,1
48850.16429984333,36,0.28315386891155625,33,23,0,1
32603.940408418443,42,0.1972983125440754,6,7,0,1
58234.359032974906,69,0.3907139835457013,27,23,0,1
111594.18675308637,63,0.3043426248368724,9,15,0,1
43926.50864060538,38,0.505352960805039,3,20,0,1
92782.33610888134,27,0.8731274368987432,2,12,0,1
93554.0162815288,46,0.5599627945837131,24,5,0,1
48928.23516584011,28,0.8119448447120784,22,14,1,1
71379.66158370551,26,0.6207030699966218,26,16,0,1
92567.93246257075,50,0.4801972212697604,13,11,0,1
52417.44518025026,59,0.783686050186697,37,12,1,1
55928.392797952765,43,0.47709448813839805,31,19,0,1
48366.38172102712,52,0.7949025364082888,22,17,0,1
39704.86538614266,42,0.33326141566061224,39,24,0,1
47014.449098679856,62,0.2030504590103905,36,26,0,1
35521.19466475487,63,0.7842515714903507,2,27,0,1
60681.66936518452,65,0.5699321310341334,34,7,1,1
44600.53537882716,29,0.8112739185991681,12,9,1,1
64675.71823581495,51,0.8502617655939065,33,14,1,1
28882.087075927455,27,0.14290271229715934,23,26,0,1
66617.60464428914,29,0.5007754414870947,0,20,0,1
76670.5792321785,33,0.3999716392596234,11,12,1,1
20125.28714857089,23,0.6006867176560937,7,15,0,1
67481.13139695144,55,0.7348729577618588,18,12,0,1
84553.37984946584,53,0.32447217277949514,8,21,1,1
35807.17962617589,41,0.5454387074985373,27,21,0,1
93451.44773675407,51,0.6669828639239197,13,29,2,1
68380.3801873209,54,0.20754486626858723,26,23,1,1
45899.76288483183,52,0.7512535247610135,17,13,0,1
58884.61844684588,55,0.5848876798823784,5,9,1,1
71166.53825043445,35,0.8596299496909214,32,24,0,1
61520.10782824823,52,0.3716231353045546,36,7,0,1
70775.11984892738,26,0.18651675386975894,24,1,0,1
41586.52813841267,65,0.5052009608295402,12,28,2,1
63387.21648072156,41,0.1686486173675511,22,10,1,1
31725.710061900398,53,0.8756212186592055,35,29,0,1
57775.47877302599,52,0.13094796660575325,32,6,0,1
41921.847170704204,39,0.7028031208858464,20,26,0,1
45289.40114820467,53,0.5200819185137953,33,15,0,1
84721.86350420874,48,0.394896521998631,35,15,1,1
81826.20241188537,51,0.15267373160692374,16,9,0,1
72182.76241814354,41,0.5977335393388862,9,13,1,1
38153.744706548416,54,0.5681762635127642,22,23,0,1
53671.83100610396,35,0.3247066184540798,1,1,0,1
84261.95399958367,34,0.8281773611282497,34,9,1,1
62834.33827279809,39,0.34328800587426955,13,3,0,1
106386.59079963388,63,0.4597803284736849,1,9,0,1
67866.35678788743,35,0.5350099647349246,18,20,1,1
63840.98232980063,26,0.18018550254102889,15,25,0,1
53817.67071594997,29,0.8457293753709059,24,29,0,1
62670.81809564565,57,0.3996289219608329,0,15,0,1
56950.603272389126,40,0.1646233710994749,1,24,0,1
74162.17353377181,54,0.40983293894026396,26,7,1,1
79134.04633589167,58,0.5801620376740646,1,4,1,1
44280.21078984101,46,0.5109221374570637,29,25,0,1
33375.34092884444,38,0.6556335792298192,9,20,0,1
23275.892537934065,48,0.14438715365432853,18,17,1,1
70159.82653825087,29,0.3276324882176449,15,22,0,1
37932.66787652252,52,0.7553844614720818,12,4,0,1
20000.0,26,0.1639149502330887,7,26,0,1
67771.57209061929,34,0.784388763756766,30,19,0,1
109859.99034865582,48,0.173516873661685,24,28,0,0
59878.58176920213,44,0.767563371913357,38,5,1,1
76769.81548903283,33,0.38863072086298134,20,16,1,1
61636.5871709513,63,0.5897672506057726,37,3,0,1
58022.20693617715,32,0.22230969251839855,28,11,1,1
78381.52965975537,39,0.1529349773801447,5,25,0,1
54194.509116226975,41,0.2727505632161081,17,28,0,1
65347.84628143806,47,0.20228305432695645,34,22,0,1
66433.95612392027,39,0.3499247181437054,26,15,0,1
46638.190927139025,44,0.5115065972088162,4,19,2,1
79840.84699073045,46,0.5710075708520076,6,21,1,1
56500.80486609183,65,0.7318944859037944,9,24,0,1
44885.096810143106,48,0.6249919145986869,9,14,0,1
70730.19687140807,66,0.5870066601036424,27,16,0,1
42030.64036417926,38,0.4294256219886198,35,24,0,1
60563.62314738257,64,0.479046747968111,9,6,0,1
59817.62006711593,56,0.4316166635121449,34,5,0,1
81717.91131663157,62,0.7737328240491065,34,21,0,1
69493.96465759905,49,0.2840003620387199,36,17,2,1
59499.46082509712,37,0.1045767452335717,19,16,0,1
76355.32598400574,24,0.6210559177809915,12,2,0,1
87804.15098034627,64,0.2619697469110651,10,28,1,1
71156.20612703725,65,0.8120921090478475,18,11,0,1
60207.05239686761,49,0.7872370637653249,27,4,0,1
33763.27535299681,24,0.1613818975425647,37,6,0,1
38697.72673849255,30,0.18511072433126188,3,27,0,1
53895.50591290665,45,0.4961372737973331,36,7,0,1
47809.75595681433,51,0.5873781302154838,18,17,1,1
56260.57394029108,23,0.3199266699857926,36,8,0,1
61132.99849794214,67,0.6734381733594965,13,28,0,1
70593.85508713461,22,0.5759328167350972,30,1,0,1
58590.024438818175,45,0.3598592877988438,27,25,0,1
69730.03287652404,69,0.12029719043385248,35,15,0,1
61289.488296202406,26,0.7001202250388142,37,20,1,1
20490.668672922577,46,0.27180293266006617,18,12,1,1
41213.29212362491,28,0.7675789947701027,0,15,1,1
57118.24888556769,55,0.4362322080434041,22,23,0,1
35806.10514317785,47,0.5616619541054123,27,27,0,1
71998.57459992409,45,0.7983589843272015,3,22,0,1
90615.01664687395,38,0.7908984007359627,17,15,0,1
84375.23703394634,21,0.39721566019485866,38,29,2,1
55731.14258139584,68,0.2671111141718745,24,9,0,1
89814.52273699903,59,0.7201168621828757,17,16,0,1
62973.34914404223,23,0.446464162881705,5,2,0,1
53258.28057763921,24,0.25363359484720327,18,15,0,1
47731.9467291812,61,0.8235402738537202,11,15,1,1
53950.60627023743,57,0.25848335539286993,24,27,0,1
52236.46362917543,35,0.12064573455298487,34,7,1,1
63408.32444750975,28,0.11622397901393598,0,27,1,1
63211.47962099729,58,0.5978522851634115,4,21,1,1
60060.92040306829,39,0.6293400485740243,0,13,0,1
68738.763394927,67,0.3488333640455872,7,23,0,1
83812.92549572683,46,0.35600879139765074,38,17,0,1
78991.08270882648,59,0.37159513204795425,17,11,1,1
30302.040631001928,30,0.644126837407103,8,27,2,1
20000.0,58,0.14650703282146288,4,10,0,1
78686.39822478547,34,0.8432930821530605,3,25,0,1
32662.42603169158,69,0.2780168353419572,28,1,0,1
55504.69196214633,61,0.8997385641936738,0,14,0,1
36597.739478812815,39,0.2372181550297496,29,5,0,1
23960.391248399603,50,0.717237165849902,0,8,0,1
70829.25456409575,25,0.27873003594370005,2,1,0,1
75183.10320605294,51,0.16467744131460318,21,7,0,1
48469.791985465614,27,0.7999466594805191,7,2,1,1
20000.0,39,0.7870010073527135,17,7,1,1
49075.11103495034,51,0.42285631395968115,24,7,0,1
67836.08010805093,59,0.6619169140323414,19,9,1,1
30421.768624517426,44,0.5456527461471338,30,22,0,1
63667.19839558311,54,0.7823648909389991,29,4,0,1
59693.80301654009,43,0.3520447754549235,15,23,0,1
71585.82999202177,68,0.5189379199991881,1,7,0,1
62391.60736828307,65,0.48829789696364034,16,20,0,1
40538.621182368894,60,0.38312466100548703,9,18,0,1
83931.43003328983,26,0.8131640516450979,6,13,1,1
56829.4085394606,58,0.2327023397300284,8,11,0,1
59453.909209801364,61,0.21960691161655693,16,9,0,1
41334.64081853608,56,0.5615276282582011,8,14,0,1
51134.354976169794,47,0.6259953839879536,8,8,1,1
42303.94571946198,31,0.25569540345965214,36,21,0,1
56541.07880153154,25,0.4125739538036993,23,14,0,1
94234.16960284687,37,0.857251074382995,38,21,0,1
32561.977141372874,27,0.29729393815253924,10,17,0,1
27728.772042465178,47,0.6346885616939153,7,27,0,1
89423.40654987218,67,0.6921195149580727,24,25,0,1
55813.526456962674,35,0.4585029595721276,1,27,0,1
46618.54522680167,66,0.8500207894076665,9,14,0,1
80798.09374792152,33,0.6893253881750324,23,26,0,1
47887.689205262715,31,0.4663396638887183,15,27,1,1
96520.19427093872,65,0.5554681614208752,18,24,0,1
73558.51742678539,46,0.6540907547400805,30,5,0,1
50241.77183708595,42,0.5737521443433746,10,10,0,1
103146.16426531007,48,0.8029580670608607,5,6,0,1
47885.70153993323,44,0.385510929824321,5,28,0,1
74841.90744018614,49,0.33990859204464396,31,10,0,1
65985.85160812984,29,0.27107111159621144,38,11,0,1
86034.82578797596,62,0.13022637445167612,12,26,1,1
91230.22393453706,24,0.13441117150404427,2,24,1,1
60640.08298131533,69,0.7960441544874263,34,6,0,1
44931.64259307633,66,0.6427145171247258,37,10,0,1
69199.44285878233,38,0.6284259323491889,16,14,0,1
46445.692604957876,63,0.5917142551479089,2,20,0,1
100267.74495053246,36,0.779375315755284,33,3,1,1
62730.70662165475,53,0.484213540532502,11,7,0,1
52693.56897375783,49,0.7963286628466403,23,29,0,1
63693.60611729817,59,0.38755602094579134,5,2,0,1
33057.47420940607,30,0.8413660034712724,10,7,1,1
40567.71922978697,29,0.6589255840649921,26,17,0,1
84008.27815888851,51,0.3057417088195418,23,13,0,1
46862.114420572085,48,0.5512679373509001,17,26,0,1
39061.78034636121,23,0.5264244491906045,26,21,0,1
70733.05505054572,34,0.21031905738426718,20,9,0,1
83714.08309325993,45,0.5729943246004913,33,13,0,1
74379.06621330134,35,0.3518284989735664,32,15,0,1
79920.95371611633,22,0.14187901344768195,17,13,0,1
44864.09822861078,44,0.858924926165252,2,17,0,1
31563.786665163127,34,0.6131922952514303,23,8,0,1
90026.67303910974,68,0.8015351454966776,0,9,0,1
53546.403223157286,27,0.6408448040106025,5,9,0,1
54983.339670899055,56,0.3855869537120904,18,8,1,1
86563.88283698115,44,0.5101504578630491,21,16,0,1
71124.6001880132,47,0.6405974082777417,7,20,1,1
69117.75544163215,57,0.8682018601611501,4,7,1,1
103300.04689802168,58,0.30293556729735716,8,17,1,1
47129.63539239714,50,0.7999816468992942,20,7,0,1
78556.80256162475,47,0.8392622442354155,27,6,0,1
61140.26249794169,59,0.6363324117271653,3,5,1,1
65371.845577265136,35,0.8450133019210703,23,17,0,1
90569.36852825063,46,0.4183028699818948,7,8,0,1
70156.71512579247,21,0.8624129408323542,16,26,1,1
70765.92158099265,24,0.6622263017327799,33,1,0,1
81450.14674619604,49,0.13360461393504952,19,16,0,1
52700.945409142296,21,0.8254982654552422,15,17,0,1
43215.80665321987,63,0.4875782472265541,9,3,0,1
39103.81611957933,66,0.46826158782226635,33,13,0,1
20672.868212479967,42,0.5531732847837074,9,8,1,1
101124.14259880644,31,0.21950763741698234,29,16,1,1
37935.83268556633,30,0.47533283885391897,29,24,0,1
55574.92752828456,37,0.7649017733741966,24,7,0,1
54463.73400222159,56,0.11238596731001227,6,21,0,1
66148.13395618202,67,0.318333728259497,19,15,0,1
76314.74425078594,46,0.10196366915507538,16,24,0,1
77209.46976719491,68,0.43256904731987866,2,2,1,1
48338.45122862123,41,0.6826524083949878,39,24,1,1
56657.56572427177,33,0.7390174632917028,35,28,0,1
65651.599009766,29,0.8561518089016052,25,27,0,1
55026.17747632906,31,0.5868036903766293,9,2,0,1
92146.91152039985,31,0.3037014933223164,33,10,0,0
69819.49903276503,26,0.8393183593093592,13,5,1,1
74697.55572099634,21,0.720252603104301,7,27,0,1
73257.62537334826,26,0.5595427864025156,26,29,1,1
83469.4771497065,33,0.6565121725751488,9,4,0,1
63620.43117407414,42,0.8394530840059433,14,15,0,1
34063.36104088307,51,0.6699152227783374,36,13,0,1
67993.75903505283,42,0.3946996060677872,21,17,0,1
46972.86212416342,57,0.6704225618312774,30,21,0,1
49427.666365004865,67,0.13222253018831032,1,23,0,1
71727.28037510187,47,0.40913244946446503,30,1,0,1
84765.66142867271,34,0.42505842547646344,13,18,0,1
60425.43153472123,67,0.23347058753666775,9,28,0,1
66176.66025197928,25,0.11846838444141615,29,15,0,1
94044.29889270476,56,0.20670498931019426,35,14,0,0
64815.063589771366,52,0.6236971966376441,39,9,1,1
112033.6622836079,54,0.7418310530909501,14,12,0,1
71310.19291263088,27,0.8905627941815794,13,5,0,1
24784.74481688365,62,0.3770908024867955,30,29,0,1
75066.83242209065,68,0.5795033778088814,28,23,0,1
67623.16769765556,30,0.8497159734520976,26,2,0,1
85795.05508165491,37,0.2336334250705221,20,23,0,1
73463.62702539917,50,0.6741164690741941,8,23,0,1
57230.880320324526,41,0.7039829865193306,19,7,0,1
35514.035274212685,33,0.1711804286954707,34,21,1,1
55819.534854279496,21,0.788999508146452,14,9,1,1
42989.590915814,21,0.7504840376886751,23,18,1,1
48389.53100390555,67,0.12672240526194756,15,4,0,1
71771.5680884122,53,0.1728675319040412,35,2,0,1
93398.09008702813,58,0.13930151511348188,10,24,0,1
67893.43059645963,45,0.3677948254394898,7,28,1,1
36082.33875929631,46,0.507431192543941,2,27,0,1
68892.05336440282,33,0.5258781823637031,18,1,0,1
83932.62973291302,48,0.3141334078155541,2,25,0,1
47804.341913612356,53,0.8292775092482193,35,12,0,1
57319.65666654165,57,0.39461023189753053,24,13,1,1
60293.76389458394,61,0.136440124772282,35,14,3,1
44302.033738355196,50,0.3401816892331091,10,5,0,1
72965.60867687718,69,0.5248875380353244,15,27,0,1
57581.037027844366,68,0.42657745807058567,16,28,2,1
68390.64887814055,28,0.3190740152794074,23,3,0,1
42250.156443957996,69,0.20505859981145394,16,28,1,1
51250.83399353179,67,0.7553316000769839,19,27,0,1
74447.62715655542,21,0.8969161936993535,21,4,3,1
52543.33695816466,32,0.3636337068191057,5,17,0,1
94539.2770246681,25,0.40529683534128313,6,19,0,1
52007.27628770795,44,0.5944300197415656,13,11,0,1
64493.69451503772,26,0.6747531797884331,10,8,0,1
78651.8166374618,45,0.413623627842873,11,12,2,1
31632.685341339366,21,0.8239436135854522,4,18,0,1
24783.823760384483,45,0.5480031913831347,4,18,0,1
29486.873708598105,21,0.46031206112474476,19,9,0,1
85251.68206854364,52,0.6173382025279242,14,5,0,1
48962.83708215106,62,0.8622430785993386,25,21,0,1
111163.98571336505,62,0.7356418355373644,32,17,0,1
48715.04802685223,23,0.13201050442809947,29,13,1,1
63691.02606394074,69,0.3658479285919677,23,6,0,1
90842.19905135751,39,0.4764357479609782,22,24,1,1
100121.85776318246,63,0.35161405776728427,8,22,1,1
101230.07153272795,49,0.6601500486643652,2,14,1,1
84167.32461186284,22,0.7610153198900649,35,15,0,1
80481.25051622925,29,0.6850760761482173,6,23,0,1
71850.53898402366,37,0.8914666294626202,21,14,1,1
75567.22152333276,66,0.3180381183144233,13,4,0,1
48976.28567342933,56,0.7999915960195372,28,18,0,1
43636.02233155386,37,0.7132981321395889,15,1,0,1
59932.51085178096,69,0.3897430060465169,33,12,0,1
56596.307549501435,32,0.6872996349255749,9,22,2,1
50935.439013454496,40,0.18326076513459758,6,9,0,1
73927.7489491343,23,0.7314667858724418,24,10,0,1
79106.10417141022,63,0.5258644820696822,26,21,0,1
61768.13772583695,24,0.33383213816740254,14,28,0,1
89550.60162110523,37,0.6246218414273441,31,18,1,1
37166.2177173299,57,0.6132959989715272,27,17,0,1
56126.81081440564,66,0.2675889781756798,8,19,1,1
45663.5535879439,62,0.12431793184922091,6,4,0,1
22669.267658538804,35,0.44689806952133915,15,16,1,1
58346.386283146014,53,0.555609495475537,25,7,0,1
57565.04983233433,36,0.8012842226964788,34,9,0,1
90268.99486484262,31,0.8425734365180756,16,8,0,1
72616.23369109555,40,0.5230441745254132,22,25,0,1
39516.263513415906,58,0.7030427870148359,7,7,0,1
97081.85132668377,44,0.4514426178623976,1,10,0,1
84420.67391050706,36,0.6968657252583144,30,8,0,1
71641.95406937231,50,0.2638412199513336,31,24,1,1
55470.31802300336,54,0.39685178784282515,28,17,2,1
40811.21526553041,21,0.6073823990508919,2,12,0,1
52555.86447857894,44,0.11452637248566307,7,14,0,1
81774.97239408371,44,0.6779690482711632,1,12,0,1
97691.72611869218,29,0.7684284010145335,30,25,0,1
90864.87056544378,42,0.41931332887516115,36,2,0,1
50223.01156427452,32,0.4583539337417315,19,12,0,1
37607.65133421977,37,0.7810257697732248,28,27,0,1
62817.72493822408,45,0.7205237082608268,16,14,0,1
24631.21268874297,48,0.33051959122670005,9,7,0,1
66463.35428369563,35,0.3591808852492312,21,29,0,1
57047.948274026625,50,0.6431025859124773,5,26,0,1
50679.26996263515,47,0.550558473958529,33,26,1,1
28105.938654664093,42,0.22978365687719757,30,13,0,1
70272.00213139433,30,0.34794392738333313,11,21,0,1
49345.98320676177,51,0.8199866215029233,11,4,0,1
36601.66328579424,47,0.6505395493778108,15,1,0,1
20000.0,32,0.8887794541484156,24,17,1,1
59449.701898987274,66,0.7136100239846156,21,3,1,1
95445.03193339487,51,0.8535795457148722,26,17,0,1
93225.1842909574,52,0.27295085909638034,23,8,1,1
50858.07486827456,52,0.7171878998535406,11,3,0,1
47955.75879276439,61,0.11617401611823795,17,27,1,1
69375.48512150047,65,0.6366080173692271,15,10,0,1
40032.29121623417,55,0.47542582249619314,3,2,0,1
66035.83799638932,66,0.3774080575360549,11,22,0,1
